sim_index,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,dominant_theta,gene
1435,62.87156745,28.3021811,41.95126601,49.4685209,56.42625806,51.26174474,45.85808718,46.60596739,62.80818118,50.73211301,0.082603206,0.185128008,0.147183367,0.209681886,0.182052098,0.193351435,theta_3,NCU08519
1436,4.22174806,57.35025127,59.81271564,50.24029537,31.39623615,50.1110264,54.28728483,54.64311517,42.05643943,49.97078747,0.000791862,0.056795244,0.006544084,0.292194889,0.279195778,0.364478144,theta_5,NCU04933
1437,66.78443556,38.43463306,52.6011033,50.42638709,57.57743259,50.78444238,47.31586849,49.87974246,59.37926219,50.8562423,0.16741296,0.162771324,0.111707679,0.182430112,0.185433774,0.190244151,theta_5,NCU02557
1438,43.71901601,60.6557478,45.40449807,50.35127015,52.3301785,50.43987059,46.52614532,45.90294438,57.50609774,49.67408721,0.27004118,0.144505115,0.226230081,0.124507228,0.12430098,0.110415414,theta_0,NCU09401
1439,57.64185008,42.76630907,48.04183564,48.86777821,52.3249582,49.96519821,52.19137774,49.08793363,53.45443265,48.44379395,0.052693878,0.217341474,0.212575483,0.180058718,0.175920939,0.161409509,theta_1,NCU02146
1440,59.24999524,43.6480965,57.54676554,49.12857916,47.34881212,49.94028008,51.16579538,50.91479644,55.1697791,49.08246158,0.111532825,0.168518279,0.306350131,0.139175319,0.143419689,0.131003757,theta_2,NCU04705
1441,62.97908433,30.36099458,50.06437654,49.43141205,64.84971837,50.06166919,48.1313017,48.06045038,65.27318437,50.82600044,0.158634321,0.152408972,0.094920069,0.181749025,0.207860174,0.204427439,theta_4,NCU00874
1442,57.52337765,44.69196297,43.56582144,50.12466781,59.98588905,50.0311748,47.7916385,44.88741821,57.16407051,50.30058192,0.137312883,0.150385023,0.088922173,0.195277118,0.213203404,0.214899399,theta_5,NCU04760
1443,43.1209991,57.77482595,44.5616173,50.42299082,55.4470314,49.49229594,49.69051907,45.45989986,55.34330135,50.06380492,0.31424539,0.08787823,0.027593635,0.161011307,0.187024373,0.222247065,theta_0,NCU09802
1444,28.65672022,56.90931669,51.80224388,49.44655783,58.59782358,49.8302015,45.69253534,44.70534642,59.54215549,49.58899453,0.308879765,0.061796311,0.020778084,0.162771971,0.203005338,0.24276853,theta_0,NCU06047
1445,64.27050202,26.93803887,44.27399541,50.39433061,57.63845547,49.78988963,49.63600992,48.57329745,55.73405455,50.96311712,0.114162045,0.157314024,0.103755919,0.215920309,0.20654628,0.202301424,theta_3,NCU07880
1446,33.27864662,63.60617587,47.65298995,48.88555916,55.65287954,50.06275766,46.48517353,51.67060936,57.32072759,49.56462674,0.196680351,0.179659839,0.106521194,0.166564956,0.172576142,0.177997519,theta_0,NCU07280
1447,33.72415012,61.7629914,31.4085011,50.54774716,61.19947715,49.65410379,43.61720078,46.06060099,58.77724349,49.88709099,0.254992253,0.117134628,0.044858257,0.179655316,0.193290968,0.210068578,theta_0,NCU02771
1448,60.0067197,39.08581427,31.58334527,50.84739668,60.00095344,50.13213748,46.33073748,47.57662522,60.51482119,49.06317676,0.105998364,0.173413365,0.117696055,0.192254513,0.200107534,0.210530169,theta_5,NCU07070
1449,83.43119866,39.01608348,1.039037438,50.20497441,0.042292482,51.16152291,30.43927603,27.65925018,64.05331328,50.57758842,0.232427746,0.147916614,0.12890653,0.1641191,0.163979021,0.162650989,theta_0,NCU09429
1450,62.62787609,38.35032982,44.4067342,50.57171766,50.03809717,50.56645882,47.83240073,49.53960026,58.02522563,51.44474209,0.129000793,0.178401037,0.22028267,0.161037316,0.161858037,0.149420147,theta_2,NCU01860
1451,57.77475809,44.6159233,40.68248389,49.13177545,59.36283602,49.88985232,45.46784902,42.89041824,61.4549382,50.64495691,0.246083295,0.127883374,0.069499293,0.167677234,0.183405399,0.205451405,theta_0,NCU06627
1452,54.98967335,50.2802093,36.78580719,50.05629715,57.23165693,50.32197258,45.93049719,46.13823873,60.74954977,49.61339919,0.159381839,0.171036274,0.158109943,0.16282328,0.173349391,0.175299273,theta_5,NCU01116
1453,43.55294178,49.10124545,0.092945308,49.56592808,0.046154537,48.98981416,36.59803615,38.83698736,62.75051671,50.66774658,0.118199411,0.171442985,0.150393895,0.193229466,0.179220001,0.187514243,theta_3,NCU09786
1454,55.19822483,51.55372786,44.34935539,49.7695953,53.1258421,50.32326029,53.32635253,49.04667443,54.56215363,49.46622463,0.090414786,0.193067517,0.131057135,0.194419848,0.198620843,0.19241987,theta_4,NCU00073
1455,16.67135142,63.66873165,32.00255413,49.32952484,47.43757093,50.01792541,48.52072088,47.74413648,57.11798849,50.28206735,0.201900209,0.101261559,0.030573134,0.19083425,0.221696211,0.253734637,theta_5,NCU09129
1456,46.07592714,29.95869819,47.49141738,50.17019028,57.69133224,50.70306376,45.53225428,50.96839634,56.72462679,50.46981177,0.574070423,0.052598745,0.019910306,0.110989769,0.112466928,0.129963829,theta_0,NCU00070
1457,41.26409855,60.03624929,41.95679719,50.31164422,63.84570149,49.46631498,43.26565631,41.74155786,66.12194095,49.44099626,0.109904839,0.206237211,0.146542715,0.186314185,0.182134104,0.168866945,theta_1,NCU02675
1458,53.57929058,46.94442143,49.28609061,49.34558405,56.57383459,49.94798723,50.6376663,43.16629407,56.96325847,49.54314507,0.109355154,0.167475269,0.104640073,0.198184669,0.208698076,0.21164676,theta_5,NCU02109
1459,30.68334121,64.10015584,46.20503366,49.23221729,55.92883059,49.73067595,44.05908996,48.66018969,62.30982273,50.98615262,0.121585634,0.075933318,0.020786294,0.208754888,0.249101794,0.323838071,theta_5,NCU04127
1460,60.34751923,53.87637401,38.44298388,50.15426368,56.94956622,49.75307057,39.06017525,41.63777133,53.10732177,49.38367717,0.213920313,0.156448843,0.112738526,0.164774089,0.180867089,0.171251141,theta_0,NCU00727
1461,65.47954512,29.40712808,42.92435932,50.89171761,60.62402849,50.99388455,49.54464434,54.80159153,59.6649368,50.6800968,0.112485117,0.177566641,0.19044288,0.18361329,0.173694462,0.16219761,theta_2,NCU09834
1462,56.61943143,40.67258283,48.51477663,49.20887714,57.89870595,49.54020961,51.18049422,45.53569267,55.21356204,50.53603035,0.064399219,0.202766101,0.147849634,0.200004788,0.196324257,0.188656001,theta_1,NCU05618
1463,48.9953725,54.10316566,39.03825376,49.98497728,55.18218129,51.02708473,46.95405162,48.6747038,60.50635081,51.07494435,0.147050922,0.111509019,0.037561335,0.194386105,0.234797655,0.274694964,theta_5,NCU01786
1464,56.52334325,50.54455591,33.73803892,50.57513668,53.55731928,50.84921235,47.68271737,47.2351121,61.07620724,50.83720416,0.564541454,0.075140431,0.038202369,0.108235799,0.107592085,0.106287862,theta_0,NCU05210
1465,50.67991653,6.600532547,35.15713435,49.23887589,46.86882295,50.13158739,47.22280781,47.24338253,59.08179873,50.15528951,0.785563548,0.041115417,0.035547381,0.045931604,0.046710325,0.045131726,theta_0,NCU05381
1466,31.52203856,53.73327442,52.01551103,49.79329896,47.50001348,50.4822487,53.42734974,48.56868758,54.10573091,50.47726142,0.034539988,0.137088611,0.055130825,0.267745385,0.23915182,0.266343372,theta_3,NCU00313
1467,42.95451618,53.40782809,40.64771464,49.87366406,59.39707192,50.31940127,42.99769196,44.24162847,62.85441449,49.86379513,0.21483013,0.086859675,0.033612966,0.205548349,0.229127962,0.230020918,theta_5,NCU01983
1468,59.65810341,49.22552015,45.58651362,49.68906861,58.18622628,50.5079791,47.53175295,48.34070718,61.62475059,49.51500347,0.241723117,0.15580852,0.105141833,0.16214131,0.169099512,0.166085708,theta_0,NCU07778
1469,49.26869864,57.391266,43.96151747,49.54559183,56.05424247,50.16297729,49.82337512,48.08490928,57.69565923,50.18922282,0.132732381,0.185586278,0.137864926,0.182788659,0.184083639,0.176944117,theta_1,NCU00560
1470,55.52109667,47.00022739,49.13036159,49.28296453,51.95713021,49.41997446,49.82291047,51.30777208,51.8193578,49.82600534,0.061773087,0.182004342,0.138100822,0.196416492,0.213432773,0.208272483,theta_4,NCU00216
1471,59.22951853,36.64597221,48.16447433,49.95142269,53.79385991,50.40158056,48.62096304,49.80714247,55.95005835,49.62139833,0.069870367,0.166682633,0.12628332,0.213269249,0.212608929,0.211285501,theta_3,NCU03261
1472,29.24897343,40.23334109,40.88174385,50.25083218,53.55591833,50.02431408,50.07625264,46.43407699,53.48177335,49.47657023,0.321335836,0.067441833,0.02449998,0.149706991,0.201770083,0.235245277,theta_0,NCU03222
1473,11.61555744,59.24435524,56.48191123,50.97806746,53.28039712,50.59378126,50.20373559,50.42265263,59.02256442,48.29902771,0.077314074,0.062638816,0.009613851,0.21927329,0.275917205,0.355242764,theta_5,NCU05725
1474,59.86488703,46.58825805,42.01375054,50.90759838,59.42487292,49.66293636,47.64388049,50.36197177,58.84842576,50.02426463,0.241737195,0.132726306,0.081787743,0.180333439,0.178960173,0.184455145,theta_0,NCU09217
1475,55.72593501,51.09984285,42.59427284,50.91589364,53.80285693,50.20790892,46.39749714,47.6679321,57.4210056,51.3793131,0.242249192,0.128720497,0.065030556,0.17642077,0.190558183,0.197020802,theta_0,NCU03728
1476,26.04181247,30.55188776,45.20674627,49.00417399,55.91446539,49.67058291,47.84901205,47.18220603,54.89565104,50.27453579,0.452631887,0.054812126,0.021990915,0.129775633,0.160296926,0.180492513,theta_0,NCU05689
1477,57.51441773,51.44875872,53.41425824,50.02061033,53.48345751,49.52172855,47.09764327,49.43569928,57.39419695,50.22808812,0.209849586,0.159782343,0.182317908,0.148226604,0.144968756,0.154854803,theta_0,NCU09372
1478,58.49631848,42.69635609,55.13578821,50.54358099,56.26282556,50.73752072,49.6521844,50.60434293,58.09213826,49.48479133,0.113649344,0.178968937,0.142958738,0.1868985,0.187484124,0.190040357,theta_5,NCU06675
1479,51.3127451,3.1545991,42.09237045,49.92314837,58.04670046,49.65563354,45.47577721,48.00236833,55.74067021,50.19282315,0.841813395,0.029299583,0.025100225,0.030743755,0.034790962,0.03825208,theta_0,NCU08771
1480,53.78987285,41.07852395,47.39385988,49.97412734,56.22839745,49.28853966,50.27616365,49.8509586,56.78172335,50.13281369,0.045349597,0.194410299,0.128444967,0.233807864,0.205563785,0.192423488,theta_3,NCU06297
1481,61.84912842,37.64569744,46.15380474,50.63199282,52.44029479,50.62891501,47.39327112,51.67989424,57.0920526,50.17684553,0.103326615,0.182119713,0.164664534,0.179604277,0.19149052,0.178794341,theta_4,NCU00580
1482,48.08450275,51.80766466,50.66279344,49.93298459,55.84290486,47.90719051,48.13262935,48.87195642,56.90386915,50.0498852,0.025144189,0.214941633,0.282569888,0.169952648,0.162043052,0.145348589,theta_2,NCU09876
1483,61.64910826,32.01048321,55.82488995,49.99026221,60.28299477,51.16257922,53.41874501,47.78235789,60.62297415,49.89823366,0.082262454,0.153369645,0.09176585,0.243664245,0.217721525,0.21121628,theta_3,NCU02823
1484,57.01540362,28.12554789,17.71993206,49.90711891,28.19485854,50.50870425,42.58504146,45.96531918,52.27280013,50.44802985,0.545851784,0.070379465,0.05284284,0.100888338,0.112358683,0.11767889,theta_0,NCU03535
1485,48.16901979,57.73628752,55.49346583,50.11429847,44.15042903,49.6707577,53.142006,51.33218584,51.29108548,49.48339811,0.079491561,0.138306593,0.535385021,0.086294911,0.080848644,0.07967327,theta_2,NCU09686
1486,36.61848071,56.36165735,53.40378026,48.91529803,57.86800043,49.26866709,46.26937763,50.5489296,56.06443288,49.78314532,0.05608387,0.151297325,0.377780205,0.156391053,0.132383747,0.126063799,theta_2,NCU04250
1487,44.76639426,51.50611125,53.93964572,49.87323698,60.47443023,49.97104699,47.76690404,48.87182491,60.14102371,50.30130642,0.028937347,0.178162097,0.079455194,0.269558773,0.225864733,0.218021857,theta_3,NCU06642
1488,55.89809222,50.69445664,39.50981898,50.37233038,55.3351167,49.2734255,46.81010096,46.48110732,57.11733018,50.22711157,0.265604375,0.148836155,0.144133467,0.146608038,0.146218414,0.148599552,theta_0,NCU04437
1489,49.76365919,53.76628348,50.64037283,50.35581449,55.05944437,50.49698794,46.1126322,47.5401656,55.30147453,49.57690649,0.063122945,0.217072609,0.211251728,0.170331949,0.172128519,0.166092251,theta_1,NCU03373
1490,49.77361085,54.72290648,27.74318789,50.67016096,54.99133332,50.35888593,46.43621339,47.01733446,63.06526502,49.09851215,0.298160705,0.124432737,0.057555285,0.151936281,0.184116188,0.183798804,theta_0,NCU00802
1491,59.8285704,45.16101666,47.76370422,51.07758435,58.91386425,49.27759583,48.41943143,48.45652155,55.95101441,49.79278079,0.240519854,0.151443014,0.151334118,0.156336845,0.154099005,0.146267165,theta_0,NCU03921
1492,99.13886312,10.46729492,47.70770122,48.81314529,35.20477973,50.69623642,48.13534948,51.97612539,53.87558478,50.43131679,0.266774225,0.155701392,0.143943538,0.143830682,0.136405247,0.153344916,theta_0,NCU04929
1493,24.2554207,56.86486998,53.03382182,51.44966287,46.1194024,50.74969798,52.93658312,51.27742689,52.9432015,49.57482214,0.011138031,0.181467486,0.061402101,0.331844919,0.220129767,0.194017696,theta_3,NCU06546
1494,41.72920664,55.74124116,58.82282386,50.19509695,48.53399673,50.72862079,52.28800979,52.17574773,51.71852612,49.74199315,0.026457406,0.17137826,0.456854283,0.122603181,0.114717246,0.107989624,theta_2,NCU00298
1495,56.63659991,41.42437984,53.94608741,49.17218331,60.73455777,50.28064162,48.19612064,46.47204507,60.85510482,51.37413217,0.073737142,0.193952471,0.185869389,0.181946694,0.176418252,0.188076052,theta_1,NCU08786
1496,34.15646411,61.89932716,41.61017596,49.77018852,55.54517649,50.51434135,47.80472443,51.78355483,52.6128797,49.91158864,0.093418641,0.09601218,0.027337917,0.20176876,0.244583784,0.336878718,theta_5,NCU04673
1497,39.21072362,57.43197088,56.73787475,50.22502088,51.00847894,50.32794132,51.94840419,56.33123928,47.27438741,49.99095639,0.134673887,0.194620607,0.220477612,0.128672976,0.147382232,0.174172686,theta_2,NCU01357
1498,62.76154383,34.63449558,52.81904873,49.37363493,57.95762618,49.94603176,46.27981386,51.76264768,60.75216943,49.89427318,0.091848731,0.183987937,0.157246055,0.195928904,0.191255317,0.179733057,theta_3,NCU08682
1499,58.28964152,33.3069932,54.28132135,49.48125732,50.93621974,49.80042016,49.22379556,48.38125668,56.9032608,49.65582318,0.100786107,0.129237259,0.074662917,0.227609793,0.230270751,0.237433173,theta_5,NCU03427
1500,59.65783216,41.05621793,49.66297149,50.66632135,58.49521459,49.87670959,45.67551457,45.71774824,58.60881872,50.81646477,0.086939934,0.166986749,0.100062015,0.209901731,0.220935504,0.215174067,theta_4,NCU02754
1501,43.88305886,53.16760746,0.009924439,50.76895261,0.033241717,50.61981687,39.90637448,39.95798922,65.50943845,50.1649666,0.154725491,0.173584835,0.150866424,0.173816065,0.172754063,0.17425312,theta_5,NCU08503
1502,55.1742651,39.95434292,50.86967245,50.67655004,62.78082894,50.44161918,44.12093495,46.2485287,61.30449994,50.63364028,0.060265181,0.178676768,0.108318107,0.241637294,0.20754602,0.20355663,theta_3,NCU08062
1503,61.18374958,39.19327058,42.96027771,50.83224655,57.56534792,49.26239738,51.29606289,49.31594529,60.12856772,50.33289338,0.066439859,0.185168668,0.119472047,0.218602671,0.214484697,0.195832057,theta_3,NCU03787
1504,64.28054598,1.099143121,46.6578727,50.04327887,50.9726966,49.40990856,44.40681049,45.58866876,60.66157942,49.81815493,1.0,0.0,0.0,0.0,0.0,0.0,theta_0,NCU07155
1505,61.45559717,38.44120751,46.08817038,51.14218145,55.74456523,50.13282396,49.38544112,49.33683142,61.14705891,49.76199741,0.097295793,0.160056571,0.097587508,0.204617382,0.211897491,0.228545256,theta_5,NCU03296
1506,55.13643766,49.68837834,42.81866557,50.27835241,58.01075861,49.59348734,45.23278548,42.08311425,64.19436611,50.29322923,0.202451794,0.163378372,0.121155269,0.16662437,0.170548131,0.175842064,theta_0,NCU07513
1507,8.087733173,63.97909781,62.96002759,50.05102723,34.01195895,51.52459419,56.46771065,53.7697155,43.97393564,50.51100424,0.001935675,0.076341495,0.008983209,0.350039469,0.274685433,0.288014719,theta_3,NCU08597
1508,0.008078782,36.55326732,55.31360978,49.42326125,0.362318261,49.38050652,42.03874577,63.07861752,43.11185607,50.71681213,0.000244311,0.006271358,0.980562987,0.004492432,0.004243926,0.004184986,theta_2,NCU00398
1509,44.65106076,56.73993368,40.9182506,50.04788003,53.94564111,49.62277869,39.68033156,39.75105555,59.75206664,49.8557287,0.152787321,0.178010491,0.179627151,0.160579704,0.164992679,0.164002654,theta_2,NCU01581
1510,50.98949072,55.41473155,32.66021483,49.53630179,62.10359234,51.27185382,49.21898602,47.32642389,62.14982221,49.81474487,0.223600007,0.143939082,0.076215019,0.183463232,0.192862539,0.179920121,theta_0,NCU06140
1511,42.34750567,51.48628619,55.37114786,50.01921975,53.34466672,50.5808547,48.91524651,50.3877372,54.35119501,50.1387656,0.028482991,0.185433634,0.079607988,0.258492685,0.222516432,0.22546627,theta_3,NCU08941
1512,62.04676701,38.33209885,50.62050552,50.25552755,56.33649278,49.71830566,47.53330247,49.15353818,60.38499506,50.05715527,0.139375029,0.175552516,0.133968066,0.186527814,0.177306848,0.187269727,theta_5,NCU02498
1513,45.62802494,52.67958096,39.0494641,50.65452871,57.2398097,49.9865567,46.2421025,44.81886987,61.77729098,50.05858888,0.045929629,0.170615898,0.091895523,0.220674774,0.221275011,0.249609165,theta_5,NCU05222
1514,57.31215471,48.71929241,44.55060165,50.21048272,57.09525099,50.37195573,45.33878235,43.95561456,63.15189203,49.99949543,0.184327179,0.165310499,0.110666211,0.173255542,0.174255287,0.192185282,theta_5,NCU02741
1515,42.72276871,57.08220886,0.05266187,49.44618088,0.076939235,51.01823269,40.52893805,40.72926815,64.71541049,48.56842289,0.299773396,0.140762321,0.103946428,0.150806036,0.151605031,0.153106788,theta_0,NCU07856
1516,63.2327215,27.69759058,51.82628103,50.00170662,58.0592807,50.15832543,43.91655869,43.35189788,63.53675693,50.09724477,0.089199172,0.166602735,0.10998507,0.21483608,0.211132082,0.208244861,theta_3,NCU07530
1517,62.02619319,34.70718906,47.08842137,51.37753782,48.58587138,50.82344134,51.0841849,49.96647251,55.53580877,50.41665634,0.094569544,0.184897874,0.176451492,0.180940883,0.179641059,0.18349915,theta_1,NCU09312
1518,58.86402341,39.47686045,40.60999812,49.60905299,51.01386709,49.45645002,49.19156471,49.74310211,55.05772795,50.16040863,0.084288609,0.171409447,0.128197961,0.205836123,0.203710401,0.206557458,theta_5,NCU06518
1519,53.89091316,39.70801157,50.45229632,50.07345619,51.96657085,50.36260056,47.34692653,47.04448317,59.73301286,49.94408299,0.078166029,0.141957624,0.074840238,0.243333941,0.230763365,0.230938802,theta_3,NCU01411
1520,8.524585293,60.25301022,59.02616625,50.0609391,29.70811156,50.49426959,50.41743831,52.05727551,49.2710954,49.39347182,0.000602573,0.184185728,0.478325307,0.137338183,0.107424553,0.092123656,theta_2,NCU04750
1521,35.47217382,60.97925783,49.72490943,49.33512296,48.92903487,50.54332026,50.62091512,52.91812703,55.46192989,49.00285866,0.260205604,0.147885764,0.233657303,0.121966279,0.119501006,0.116784043,theta_0,NCU09821
1522,47.0685147,57.31483096,35.72118242,50.7698942,48.77266803,50.91405929,40.90630165,43.35274215,57.96151771,50.46285241,0.114692877,0.16399477,0.094113689,0.210117863,0.210273116,0.206807685,theta_4,NCU02410
1523,59.37078312,38.93377805,49.46963238,50.08487688,55.09767696,49.72172448,43.97970773,45.1804533,60.55850151,50.78969746,0.067510801,0.19155777,0.23818457,0.167327221,0.175328412,0.160091226,theta_2,NCU04740
1524,58.22398595,46.27970984,43.96517545,49.50797798,54.07789285,49.055593,50.35903974,49.53260461,58.6747688,50.16477717,0.258554336,0.114728067,0.063524521,0.177420873,0.188640585,0.197131619,theta_0,NCU00580
1525,41.77816861,62.42516305,39.25116485,50.22515297,50.57727944,48.99693665,48.99400481,47.36499647,55.83401331,48.44168694,0.282754742,0.13421001,0.064613207,0.168276267,0.171282008,0.178863766,theta_0,NCU02204
1526,54.60625322,48.89801717,54.28841317,49.79807877,61.49615698,49.26082647,47.25871331,48.73958112,61.56696381,51.5034465,0.085978603,0.201042866,0.155932561,0.189569613,0.183646183,0.183830174,theta_1,NCU05712
1527,0.579929001,62.65050986,21.50173553,50.22150952,0.162557457,50.27510284,44.68332325,41.31758686,62.8387671,49.11306508,0.005023726,0.060960304,0.797316067,0.043667365,0.046426166,0.046606371,theta_2,NCU00063
1528,3.380829985,64.08320893,59.51233795,49.64843906,18.11435259,49.53716218,51.30819831,53.53536093,43.38558638,50.58995543,0.000474997,0.153401779,0.565604921,0.089063888,0.084316898,0.107137518,theta_2,NCU09954
1529,60.7457883,37.66267552,55.15578491,48.51736293,54.80178952,49.53169605,50.86356808,47.49396674,59.27139003,50.55192132,0.072229265,0.179510406,0.126847336,0.201005304,0.211276668,0.209131021,theta_4,NCU09368
1530,55.54965955,42.84175199,47.68982857,50.03802952,58.35696395,50.91199347,48.17369211,46.9304695,60.66907865,49.63059812,0.044145082,0.207486482,0.184624047,0.203615319,0.179303455,0.180825615,theta_1,NCU01073
1531,12.51905986,61.45588093,51.82876826,50.49172779,28.28464805,49.48958601,48.88110571,49.40555368,50.50257031,49.28460719,0.000512561,0.122291176,0.636928074,0.097242222,0.076521516,0.06650445,theta_2,NCU01731
1532,59.21842019,48.91785921,33.63803764,49.93528679,60.20659996,49.34468663,44.15628412,43.23767143,61.55445689,49.66954789,0.39972215,0.099370139,0.05338686,0.145564872,0.148068212,0.153887768,theta_0,NCU02229
1533,63.22423753,34.94304832,42.64593099,50.67870402,51.64811911,48.88213398,52.17412651,51.99061528,49.8369202,49.03398234,0.35915839,0.128127901,0.091916823,0.139145226,0.145524169,0.13612749,theta_0,NCU07818
1534,58.9260153,41.55244244,48.46359862,48.92110354,57.49715118,49.8290043,50.14633625,49.39065626,58.84764116,49.55396229,0.127737753,0.177863912,0.158115789,0.174329157,0.18679059,0.175162799,theta_4,NCU09468
1535,60.12829317,39.19019611,47.07303866,50.96444756,62.30430246,51.57133773,46.46265017,46.38322047,60.77581556,50.52279185,0.093569545,0.192857758,0.222981181,0.1683648,0.162560448,0.159666269,theta_2,NCU01725
1536,60.69649866,35.55213043,40.7919826,50.32130584,55.19892336,50.19187319,51.42768561,50.40487533,54.08409624,50.41786984,0.080203961,0.169257471,0.102657995,0.219563333,0.216289448,0.212027792,theta_3,NCU06778
1537,81.44307597,51.81859934,21.18761179,50.02917164,24.90621933,48.96307486,64.40723847,37.91697857,63.66806718,48.99802188,0.159446713,0.172448633,0.178931232,0.16268029,0.164122458,0.162370673,theta_2,NCU03034
1538,43.0242024,56.95526784,34.21989605,50.05757821,53.26662969,49.71272923,48.31561112,47.22989387,60.50712852,50.4814422,0.345511983,0.082042242,0.027712844,0.139468992,0.175610249,0.22965369,theta_0,NCU01904
1539,57.23928037,48.53253891,49.83935717,49.53541189,60.76136889,50.5596832,50.90095878,47.0796092,57.78121098,50.71218575,0.247943717,0.151792007,0.128679797,0.149924412,0.155689148,0.165970919,theta_0,NCU04604
1540,11.31078168,61.50013894,30.77452955,50.42884702,0.209343423,49.84701652,43.03886136,49.99764544,58.24047584,50.90415645,0.027046186,0.181924268,0.429679915,0.119076762,0.126869014,0.115403856,theta_2,NCU04705
1541,16.53873082,83.45027271,1.3303989,94.75000583,0.307729147,87.85683593,41.11199425,94.22880519,43.20072931,58.47492855,0.556988761,0.080159398,0.124417877,0.087291373,0.063278237,0.087864353,theta_0,NCU03647
1542,17.34843429,64.8356158,50.81356851,50.63033304,47.03061861,49.03309073,46.55272434,48.54569787,54.68932844,50.14108952,0.02310553,0.101568586,0.024530721,0.212453849,0.272660847,0.365680467,theta_5,NCU08839
1543,61.52895624,38.2773628,36.03469311,50.48126825,60.56623099,49.95626798,45.87995054,42.4500028,64.4776073,50.79497173,0.116868455,0.163081991,0.112897181,0.203955765,0.205004721,0.198191886,theta_4,NCU09841
1544,56.4393763,39.00255427,38.72870334,51.57016693,53.8468835,49.87462062,50.59023693,45.40095986,56.66157057,50.26032398,0.048383224,0.20057284,0.155728549,0.225628062,0.188751054,0.180936272,theta_3,NCU09055
1545,53.81864188,41.13570644,51.78143672,48.69648132,54.67005209,49.9871344,43.68113535,43.04125012,58.15803527,49.99747072,0.054199155,0.191667327,0.134391628,0.218511572,0.206225529,0.195004789,theta_3,NCU06788
1546,46.41723343,54.55414556,48.45102972,49.49974783,50.55307791,49.69626123,48.81041334,50.13978465,54.3967934,49.84865492,0.02963952,0.215936392,0.277523694,0.170579744,0.158925431,0.147395219,theta_2,NCU05886
1547,45.59752188,61.53692433,45.22895032,48.06252311,57.47703121,48.86881326,45.56512787,43.75661597,61.15110635,49.44128144,0.277095147,0.120916508,0.050211148,0.174425287,0.18289703,0.19445488,theta_0,NCU09866
1548,43.03955497,53.73579739,49.39679189,49.90340408,52.01466617,50.48347742,46.23243327,45.6388958,57.98708885,50.01366416,0.029467992,0.185415496,0.372947034,0.147156263,0.13919949,0.125813725,theta_2,NCU07871
1549,27.02683873,65.03086297,41.30591755,50.04135704,55.07268169,50.04832466,46.10782528,46.58352626,60.65459273,50.62414327,0.243225268,0.141950609,0.056486474,0.177838442,0.184005208,0.196493999,theta_0,NCU06648
1550,58.95559376,46.63302792,48.69835906,50.79916832,52.64802342,49.15853367,50.90318191,47.52424217,56.30634767,50.39898898,0.208301043,0.150451623,0.098633599,0.172918502,0.185755491,0.183939743,theta_0,NCU09503
1551,56.62549731,42.11085221,26.73321768,51.0250645,34.87513354,51.5995163,48.89655395,46.75313406,56.27009559,49.11549446,0.083069757,0.196208557,0.14310193,0.201678315,0.19114317,0.184798271,theta_3,NCU01603
1552,40.47356553,50.75342422,39.52624796,50.2078567,60.21475406,50.18037513,48.04205005,49.06172137,57.8588379,48.43488538,0.346159763,0.071487275,0.023981656,0.154707378,0.191353246,0.212310683,theta_0,NCU00636
1553,47.64780572,29.26865753,18.02251487,51.06087256,27.7832658,49.72005167,42.43044599,39.7307863,65.73038107,50.53736903,0.546238287,0.063303711,0.047853103,0.103264211,0.108883177,0.130457512,theta_0,NCU00891
1554,63.85072252,34.22672881,45.83398062,50.22978028,54.7514197,50.10925055,48.67629069,45.2208321,57.39124714,50.27590595,0.124915336,0.159215074,0.100698347,0.201669556,0.20292839,0.210573296,theta_5,NCU02216
1555,55.5311018,47.04311059,43.20873418,49.72509733,62.61692972,49.06736498,46.96690165,41.65202987,59.03665933,49.47139266,0.435167434,0.091983405,0.046803551,0.13031905,0.142570626,0.153155935,theta_0,NCU03273
1556,55.40858854,42.33528287,51.32257803,49.30612167,55.97043875,49.92454383,48.65641473,50.54757321,62.90728653,49.22912458,0.060890188,0.181533294,0.122404703,0.224424424,0.210259762,0.200487629,theta_3,NCU03534
1557,58.00031025,44.65417683,47.82173239,49.96364319,54.92370184,49.4521348,53.17308406,47.62150319,55.08987388,49.90515631,0.105223499,0.172626206,0.105326308,0.211763668,0.202817766,0.202242553,theta_3,NCU04326
1558,17.59017407,55.42379581,46.88846092,50.80345156,52.44387262,50.18892055,45.55816859,49.66908144,52.55583655,50.10067461,0.224282931,0.07176802,0.015367454,0.180246151,0.236136066,0.272199378,theta_5,NCU02668
1559,57.19117098,45.4053268,39.55483993,50.60457677,52.57444204,50.03590901,51.82044592,48.76373866,59.46733592,50.28012008,0.358578358,0.101359858,0.052742324,0.152430448,0.164672669,0.170216342,theta_0,NCU06610
1560,62.72470423,33.13340218,46.11168325,50.53095736,59.15369984,51.21864192,54.04774711,48.85393159,55.0551669,49.45793228,0.120961877,0.166456333,0.119205118,0.192295954,0.201753586,0.199327131,theta_4,NCU05697
