test_type,regulators,reg_a,reg_b,reg_c,n_a,n_b,n_c,observed_overlap,expected_overlap,direction,p_upper,p_value,q_value,significant_bh
triple,pro-1 + NCU06108 + rrp-3,Reg1 NCU07392,Reg3 NCU06108,PostReg6 NCU04504,289,578,173.0,0,3.15597778058326,depleted,0.9999999999999993,0.08082337645936422,0.21952028174148305,False
triple,pro-1 + NCU07155 + has-1,Reg1 NCU07392,Reg4 NCU07155,PostReg10 NCU09349,289,631,156.0,0,3.10680469637672,depleted,0.9999999999999987,0.08482890306770918,0.22758973993775633,False
triple,WCC + rpn-4 + lhp-1,Wcc,Reg2 NCU01640,PostReg5 NCU08295,210,177,739.0,0,2.999847324509462,depleted,0.9999999999999993,0.09461259920544049,0.24812062819085273,False
pair,NCU03363 + pab-1,PostReg7 NCU03363,PostReg8 NCU04799,,160,88,,1,4.65300727032386,depleted,0.9921918847011362,0.0947369671274165,0.24812062819085273,False
pair,NCU03363 + rok-1,PostReg7 NCU03363,PostReg9 NCU00919,,160,54,,0,2.855254461335096,depleted,1.0,0.10361334001694507,0.2620107448704358,False
triple,WCC + lhp-1 + rrp-3,Wcc,PostReg5 NCU08295,PostReg6 NCU04504,210,739,173.0,0,2.932054164633542,depleted,0.9999999999999991,0.10142472482497078,0.2620107448704358,False
triple,pro-1 + NCU06108 + NCU03363,Reg1 NCU07392,Reg3 NCU06108,PostReg7 NCU03363,289,578,160.0,0,2.9188233808862516,depleted,0.9999999999999991,0.10303192395821882,0.2620107448704358,False
pair,pab-1 + has-1,PostReg8 NCU04799,PostReg10 NCU09349,,88,156,,1,4.5366820885657635,depleted,0.9911554845393235,0.10494559451759275,0.26236398629398183,False
triple,pro-1 + NCU06108 + has-1,Reg1 NCU07392,Reg3 NCU06108,PostReg10 NCU09349,289,578,156.0,0,2.8458527963640954,depleted,0.999999999999999,0.1110169932744962,0.2744240283189794,False
triple,NCU07155 + lhp-1 + rok-1,Reg4 NCU07155,PostReg5 NCU08295,PostReg9 NCU00919,631,739,54.0,0,2.7499811066810707,depleted,0.999999999999998,0.11780143644846187,0.2879590668740179,False
triple,WCC + lhp-1 + NCU03363,Wcc,PostReg5 NCU08295,PostReg7 NCU03363,210,739,160.0,0,2.7117263950368016,depleted,0.9999999999999991,0.127114925472488,0.3073108088345864,False
triple,WCC + lhp-1 + has-1,Wcc,PostReg5 NCU08295,PostReg10 NCU09349,210,739,156.0,0,2.6439332351608815,depleted,0.9999999999999993,0.13625167456794085,0.32581922179290207,False
triple,WCC + rpn-4 + NCU07155,Wcc,Reg2 NCU01640,Reg4 NCU07155,210,177,631.0,0,2.5614393257990127,depleted,0.9999999999999993,0.14862877797528315,0.35159495865120743,False
triple,NCU06108 + lhp-1 + rok-1,Reg3 NCU06108,PostReg5 NCU08295,PostReg9 NCU00919,578,739,54.0,0,2.519000126246686,depleted,0.9999999999999988,0.15034277241112926,0.351866063089877,False
triple,WCC + NCU07155 + rrp-3,Wcc,Reg4 NCU07155,PostReg6 NCU04504,210,631,173.0,0,2.5035536913176792,depleted,0.9999999999999989,0.15768979880393136,0.36517637617752524,False
triple,rpn-4 + lhp-1 + rrp-3,Reg2 NCU01640,PostReg5 NCU08295,PostReg6 NCU04504,177,739,173.0,0,2.4713027959054137,depleted,0.9999999999999993,0.1626726973793869,0.372791598161095,False
triple,WCC + rpn-4 + NCU06108,Wcc,Reg2 NCU01640,Reg3 NCU06108,210,177,578.0,0,2.346294659765181,depleted,0.9999999999999993,0.18537207154773666,0.42043150247940275,False
triple,WCC + NCU07155 + NCU03363,Wcc,Reg4 NCU07155,PostReg7 NCU03363,210,631,160.0,0,2.3154253792533446,depleted,0.9999999999999988,0.191104151209296,0.42900931904127676,False
triple,rpn-4 + lhp-1 + NCU03363,Reg2 NCU01640,PostReg5 NCU08295,PostReg7 NCU03363,177,739,160.0,0,2.2855979615310185,depleted,0.9999999999999994,0.19670516182468742,0.43275135601431236,False
triple,WCC + NCU06108 + rrp-3,Wcc,Reg3 NCU06108,PostReg6 NCU04504,210,578,173.0,0,2.2932710516348944,depleted,0.9999999999999993,0.19568159027710688,0.43275135601431236,False
triple,WCC + NCU07155 + has-1,Wcc,Reg4 NCU07155,PostReg10 NCU09349,210,631,156.0,0,2.257539744772011,depleted,0.9999999999999987,0.20273721100805409,0.4416058061561574,False
triple,rpn-4 + lhp-1 + has-1,Reg2 NCU01640,PostReg5 NCU08295,PostReg10 NCU09349,177,739,156.0,0,2.228458012492743,depleted,0.9999999999999992,0.20853568668775527,0.44541602981850636,False
triple,lhp-1 + rrp-3 + NCU03363,PostReg5 NCU08295,PostReg6 NCU04504,PostReg7 NCU03363,739,173,160.0,0,2.233946030196984,depleted,0.999999999999999,0.20737685686497725,0.44541602981850636,False
triple,lhp-1 + rrp-3 + has-1,PostReg5 NCU08295,PostReg6 NCU04504,PostReg10 NCU09349,739,173,156.0,0,2.1780973794420597,depleted,0.9999999999999989,0.21955663234334333,0.4636518294231995,False
triple,NCU06108 + NCU07155 + rok-1,Reg3 NCU06108,Reg4 NCU07155,PostReg9 NCU00919,578,631,54.0,0,2.1508647897992677,depleted,0.9999999999999986,0.22128837313379976,0.4636518294231995,False
triple,WCC + NCU06108 + NCU03363,Wcc,Reg3 NCU06108,PostReg7 NCU03363,210,578,160.0,0,2.1209443252114633,depleted,0.9999999999999992,0.23328743657264778,0.4841814721319105,False
triple,rpn-4 + NCU07155 + rrp-3,Reg2 NCU01640,Reg4 NCU07155,PostReg6 NCU04504,177,631,173.0,0,2.1101381112534723,depleted,0.999999999999999,0.23574043436293032,0.48469995850322123,False
triple,WCC + NCU06108 + has-1,Wcc,Reg3 NCU06108,PostReg10 NCU09349,210,578,156.0,0,2.0679207170811766,depleted,0.9999999999999991,0.2462436372278305,0.5013114200855943,False
triple,pro-1 + lhp-1 + pab-1,Reg1 NCU07392,PostReg5 NCU08295,PostReg8 NCU04799,289,739,88.0,0,2.052518621386189,depleted,0.9999999999999993,0.24837702176968082,0.5013114200855943,False
triple,lhp-1 + NCU03363 + has-1,PostReg5 NCU08295,PostReg7 NCU03363,PostReg10 NCU09349,739,160,156.0,0,2.0144253220273383,depleted,0.9999999999999996,0.2595250813594521,0.5190501627189043,False
triple,rpn-4 + NCU07155 + NCU03363,Reg2 NCU01640,Reg4 NCU07155,PostReg7 NCU03363,177,631,160.0,0,1.9515728196563906,depleted,0.9999999999999992,0.27712428011086976,0.5492553299494716,False
triple,rpn-4 + NCU06108 + rrp-3,Reg2 NCU01640,Reg3 NCU06108,PostReg6 NCU04504,177,578,173.0,0,1.9328998863779825,depleted,0.9999999999999994,0.2826600057853007,0.5552250113639836,False
triple,rpn-4 + NCU07155 + has-1,Reg2 NCU01640,Reg4 NCU07155,PostReg10 NCU09349,177,631,156.0,0,1.9027834991649808,depleted,0.9999999999999989,0.2912539356964061,0.5620689987123627,False
triple,NCU07155 + rrp-3 + NCU03363,Reg4 NCU07155,PostReg6 NCU04504,PostReg7 NCU03363,631,173,160.0,0,1.907469479099184,depleted,0.999999999999999,0.28987392119007666,0.5620689987123627,False
triple,NCU07155 + rrp-3 + has-1,Reg4 NCU07155,PostReg6 NCU04504,PostReg10 NCU09349,631,173,156.0,0,1.8597827421217044,depleted,0.9999999999999989,0.30430869472919325,0.582155763829761,False
triple,rpn-4 + NCU06108 + NCU03363,Reg2 NCU01640,Reg3 NCU06108,PostReg7 NCU03363,177,578,160.0,0,1.7876530741068046,depleted,0.9999999999999993,0.3277284642033318,0.6215539838339051,False
triple,pro-1 + NCU07155 + pab-1,Reg1 NCU07392,Reg4 NCU07155,PostReg8 NCU04799,289,631,88.0,0,1.7525564953919959,depleted,0.999999999999999,0.33821861410579485,0.6340828902979584,False
triple,NCU06108 + rrp-3 + NCU03363,Reg3 NCU06108,PostReg6 NCU04504,PostReg7 NCU03363,578,173,160.0,0,1.7472541345789674,depleted,0.9999999999999991,0.34149361577094883,0.6340828902979584,False
triple,rpn-4 + NCU06108 + has-1,Reg2 NCU01640,Reg3 NCU06108,PostReg10 NCU09349,177,578,156.0,0,1.7429617472541346,depleted,0.9999999999999993,0.34298119975207747,0.6340828902979584,False
triple,NCU07155 + NCU03363 + has-1,Reg4 NCU07155,PostReg7 NCU03363,PostReg10 NCU09349,631,160,156.0,0,1.7200302817310562,depleted,0.9999999999999993,0.3508810127505404,0.6432818567093241,False
triple,NCU06108 + rrp-3 + has-1,Reg3 NCU06108,PostReg6 NCU04504,PostReg10 NCU09349,578,173,156.0,0,1.7035727812144932,depleted,0.9999999999999992,0.35701697979432134,0.6491217814442206,False
pair,rpn-4 + has-1,Reg2 NCU01640,PostReg10 NCU09349,,177,156,,6,9.12491738268341,depleted,0.9047081157739781,0.3606959376841323,0.6504352974631893,False
triple,pro-1 + NCU06108 + pab-1,Reg1 NCU07392,Reg3 NCU06108,PostReg8 NCU04799,289,578,88.0,0,1.6053528594874384,depleted,0.9999999999999991,0.3933537810945422,0.7035596084617829,False
pair,pab-1 + rok-1,PostReg8 NCU04799,PostReg9 NCU00919,,88,54,,0,1.5703899537343027,depleted,1.0,0.400570247123069,0.710689148121574,False
triple,NCU06108 + NCU03363 + has-1,Reg3 NCU06108,PostReg7 NCU03363,PostReg10 NCU09349,578,160,156.0,0,1.5755586415856584,depleted,0.9999999999999994,0.4066892425443552,0.7157730668780651,False
triple,WCC + lhp-1 + pab-1,Wcc,PostReg5 NCU08295,PostReg8 NCU04799,210,739,88.0,0,1.4914495172702409,depleted,0.9999999999999996,0.44161092063498547,0.7710666868229905,False
triple,WCC + NCU07155 + pab-1,Wcc,Reg4 NCU07155,PostReg8 NCU04799,210,631,88.0,0,1.2734839585893396,depleted,0.999999999999999,0.5519174823559104,0.9560775284905535,False
triple,pro-1 + lhp-1 + rok-1,Reg1 NCU07392,PostReg5 NCU08295,PostReg9 NCU00919,289,739,54.0,0,1.259500063123343,depleted,0.9999999999999991,0.5572872879968015,0.9566597874662537,False
triple,rpn-4 + lhp-1 + pab-1,Reg2 NCU01640,PostReg5 NCU08295,PostReg8 NCU04799,177,739,88.0,0,1.2570788788420602,depleted,0.9999999999999993,0.560950511741576,0.9566597874662537,False
triple,lhp-1 + rrp-3 + pab-1,PostReg5 NCU08295,PostReg6 NCU04504,PostReg8 NCU04799,739,173,88.0,0,1.2286703166083413,depleted,0.9999999999999987,0.5774257357273626,0.9771820143078442,False
pair,rrp-3 + NCU03363,PostReg6 NCU04504,PostReg7 NCU03363,,173,160,,7,9.14738929279577,depleted,0.8215931792007726,0.5863195138524837,0.9846587255537894,False
triple,pro-1 + NCU07155 + rok-1,Reg1 NCU07392,Reg4 NCU07155,PostReg9 NCU00919,289,631,54.0,0,1.0754323948996338,depleted,0.9999999999999988,0.6731839640828321,1.0,False
triple,pro-1 + rrp-3 + pab-1,Reg1 NCU07392,PostReg6 NCU04504,PostReg8 NCU04799,289,173,88.0,0,0.480494887009216,depleted,0.9999999999999996,1.0,1.0,False
triple,pro-1 + rrp-3 + NCU03363,Reg1 NCU07392,PostReg6 NCU04504,PostReg7 NCU03363,289,173,160.0,0,0.8736270672894837,depleted,0.9999999999999993,0.830126360570987,1.0,False
triple,pro-1 + NCU06108 + rok-1,Reg1 NCU07392,Reg3 NCU06108,PostReg9 NCU00919,289,578,54.0,0,0.98510289104911,depleted,0.9999999999999993,0.7383804319409574,1.0,False
triple,WCC + NCU03363 + has-1,Wcc,PostReg7 NCU03363,PostReg10 NCU09349,210,160,156.0,0,0.5724348005761043,depleted,0.9999999999999993,1.0,1.0,False
triple,pro-1 + rpn-4 + rrp-3,Reg1 NCU07392,Reg2 NCU01640,PostReg6 NCU04504,289,177,173.0,0,0.9664499431889912,depleted,0.999999999999999,0.7557845384209158,1.0,False
triple,WCC + pab-1 + rok-1,Wcc,PostReg8 NCU04799,PostReg9 NCU00919,210,88,54.0,0,0.10898277934045061,depleted,0.9999999999999997,1.0,1.0,False
triple,WCC + pab-1 + has-1,Wcc,PostReg8 NCU04799,PostReg10 NCU09349,210,88,156.0,0,0.31483914031685734,depleted,0.9999999999999999,1.0,1.0,False
triple,WCC + rok-1 + has-1,Wcc,PostReg9 NCU00919,PostReg10 NCU09349,210,54,156.0,0,0.1931967451944352,depleted,0.9999999999999998,1.0,1.0,False
triple,pro-1 + rpn-4 + NCU03363,Reg1 NCU07392,Reg2 NCU01640,PostReg7 NCU03363,289,177,160.0,0,0.8938265370534023,depleted,0.9999999999999989,0.8133514376449491,1.0,False
triple,WCC + rrp-3 + has-1,Wcc,PostReg6 NCU04504,PostReg10 NCU09349,210,173,156.0,0,0.6189451281229127,depleted,0.9999999999999993,1.0,1.0,False
triple,WCC + NCU03363 + pab-1,Wcc,PostReg7 NCU03363,PostReg8 NCU04799,210,160,88.0,0,0.32291193878652036,depleted,0.9999999999999992,1.0,1.0,False
triple,WCC + NCU03363 + rok-1,Wcc,PostReg7 NCU03363,PostReg9 NCU00919,210,160,54.0,0,0.1981505078917284,depleted,1.0,1.0,1.0,False
triple,WCC + NCU07155 + rok-1,Wcc,Reg4 NCU07155,PostReg9 NCU00919,210,631,54.0,0,0.7814560654980038,depleted,0.9999999999999984,0.9086662679996427,1.0,False
triple,WCC + NCU06108 + pab-1,Wcc,Reg3 NCU06108,PostReg8 NCU04799,210,578,88.0,0,1.1665193788663049,depleted,0.9999999999999993,0.6155623186573044,1.0,False
triple,WCC + rpn-4 + rok-1,Wcc,Reg2 NCU01640,PostReg9 NCU00919,210,177,54.0,0,0.21920399935522453,depleted,0.9999999999999994,1.0,1.0,False
triple,WCC + NCU06108 + rok-1,Wcc,Reg3 NCU06108,PostReg9 NCU00919,210,578,54.0,0,0.7158187097588689,depleted,0.9999999999999994,0.9714477589436651,1.0,False
triple,WCC + rpn-4 + NCU03363,Wcc,Reg2 NCU01640,PostReg7 NCU03363,210,177,160.0,0,0.6494933314228876,depleted,0.9999999999999988,1.0,1.0,False
triple,WCC + rpn-4 + pab-1,Wcc,Reg2 NCU01640,PostReg8 NCU04799,210,177,88.0,0,0.3572213322825881,depleted,0.9999999999999991,1.0,1.0,False
triple,WCC + rpn-4 + has-1,Wcc,Reg2 NCU01640,PostReg10 NCU09349,210,177,156.0,0,0.6332559981373154,depleted,0.999999999999999,1.0,1.0,False
triple,WCC + rpn-4 + rrp-3,Wcc,Reg2 NCU01640,PostReg6 NCU04504,210,177,173.0,0,0.7022646646009971,depleted,0.9999999999999992,0.9871186226708459,1.0,False
triple,WCC + rrp-3 + rok-1,Wcc,PostReg6 NCU04504,PostReg9 NCU00919,210,173,54.0,0,0.21425023665793133,depleted,0.9999999999999998,1.0,1.0,False
triple,WCC + lhp-1 + rok-1,Wcc,PostReg5 NCU08295,PostReg9 NCU00919,210,739,54.0,0,0.9152076583249206,depleted,0.9999999999999993,0.7927621519386318,1.0,False
triple,WCC + rrp-3 + NCU03363,Wcc,PostReg6 NCU04504,PostReg7 NCU03363,210,173,160.0,0,0.6348155160235003,depleted,0.9999999999999993,1.0,1.0,False
triple,WCC + rrp-3 + pab-1,Wcc,PostReg6 NCU04504,PostReg8 NCU04799,210,173,88.0,0,0.3491485338129251,depleted,0.9999999999999996,1.0,1.0,False
triple,WCC + pro-1 + NCU03363,Wcc,Reg1 NCU07392,PostReg7 NCU03363,210,289,160.0,0,1.0604721626057316,depleted,0.9999999999999991,0.6871808305179341,1.0,False
triple,WCC + pro-1 + pab-1,Wcc,Reg1 NCU07392,PostReg8 NCU04799,210,289,88.0,0,0.5832596894331524,depleted,0.9999999999999992,1.0,1.0,False
triple,WCC + pro-1 + rok-1,Wcc,Reg1 NCU07392,PostReg9 NCU00919,210,289,54.0,0,0.3579093548794344,depleted,0.9999999999999988,1.0,1.0,False
triple,WCC + pro-1 + has-1,Wcc,Reg1 NCU07392,PostReg10 NCU09349,210,289,156.0,0,1.0339603585405883,depleted,0.9999999999999992,0.7058560426921535,1.0,False
pair,rrp-3 + rok-1,PostReg6 NCU04504,PostReg9 NCU00919,,173,54,,2,3.0872438863185723,depleted,0.8246527643237102,0.789770538756175,1.0,False
pair,rok-1 + has-1,PostReg9 NCU00919,PostReg10 NCU09349,,54,156,,2,2.7838730998017183,depleted,0.776941802326588,0.9334183777072491,1.0,False
triple,WCC + pro-1 + rpn-4,Wcc,Reg1 NCU07392,Reg2 NCU01640,210,289,177.0,0,1.1731473298825905,depleted,0.9999999999999991,0.6131302945645993,1.0,False
triple,WCC + pro-1 + rrp-3,Wcc,Reg1 NCU07392,PostReg6 NCU04504,210,289,173.0,0,1.1466355258174472,depleted,0.999999999999999,0.6298077566952097,1.0,False
triple,pro-1 + rpn-4 + has-1,Reg1 NCU07392,Reg2 NCU01640,PostReg10 NCU09349,289,177,156.0,0,0.8714808736270673,depleted,0.9999999999999988,0.8319237779014343,1.0,False
